"Defunciones mensuales de la C.A. de Euskadi por grandes grupos CIE-10, mes, tramo edad cumplida, sexo y periodo"

"grandes grupos CIE-10","mes","tramo edad cumplida","sexo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Covid-19 Confirmado","Septiembre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,7,14,3,4
"Covid-19 Confirmado","Septiembre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,53,21,9,7
"Covid-19 Confirmado","Septiembre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,50,21,7,9
"Covid-19 Confirmado","Septiembre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,32,8,7,14
"Covid-19 Confirmado","Septiembre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,61,17,13,13
"Covid-19 Confirmado","Octubre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Confirmado","Octubre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Octubre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Octubre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Covid-19 Confirmado","Octubre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,4,2,1,0
"Covid-19 Confirmado","Octubre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,8,3,2,1
"Covid-19 Confirmado","Octubre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,4,2,2,0
"Covid-19 Confirmado","Octubre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,23,8,7,5
"Covid-19 Confirmado","Octubre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,5,1,4,1
"Covid-19 Confirmado","Octubre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,43,9,17,5
"Covid-19 Confirmado","Octubre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,37,9,9,8
"Covid-19 Confirmado","Octubre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,24,5,7,4
"Covid-19 Confirmado","Octubre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,43,8,13,6
"Covid-19 Confirmado","Noviembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Noviembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Noviembre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Covid-19 Confirmado","Noviembre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Covid-19 Confirmado","Noviembre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,7,2,0,0
"Covid-19 Confirmado","Noviembre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Covid-19 Confirmado","Noviembre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,18,4,0,0
"Covid-19 Confirmado","Noviembre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,5,1,4,0
"Covid-19 Confirmado","Noviembre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,57,7,6,3
"Covid-19 Confirmado","Noviembre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,21,2,5,2
"Covid-19 Confirmado","Noviembre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,106,13,14,5
"Covid-19 Confirmado","Noviembre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,85,11,11,1
"Covid-19 Confirmado","Noviembre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,29,4,6,3
"Covid-19 Confirmado","Noviembre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,72,6,8,3
"Covid-19 Confirmado","Diciembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Confirmado","Diciembre","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Covid-19 Confirmado","Diciembre","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,2,3,0,0
"Covid-19 Confirmado","Diciembre","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Confirmado","Diciembre","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,3,9,1,1
"Covid-19 Confirmado","Diciembre","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,3,2,0,0
"Covid-19 Confirmado","Diciembre","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,24,15,6,2
"Covid-19 Confirmado","Diciembre","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,6,4,2,0
"Covid-19 Confirmado","Diciembre","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,44,32,3,3
"Covid-19 Confirmado","Diciembre","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,28,11,6,2
"Covid-19 Confirmado","Diciembre","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,83,23,13,5
"Covid-19 Confirmado","Diciembre","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,69,19,9,2
"Covid-19 Confirmado","Diciembre",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,35,10,16,5
"Covid-19 Confirmado","Diciembre",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,55,28,27,7
"Covid-19 Probable","Enero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Probable","Enero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Probable","Enero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Covid-19 Probable","Enero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Enero","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,4,1,0
"Covid-19 Probable","Enero","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Probable","Enero",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Covid-19 Probable","Enero",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,6,2,0
"Covid-19 Probable","Febrero","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Covid-19 Probable","Febrero","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Covid-19 Probable","Febrero","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Covid-19 Probable","Febrero","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Febrero",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Covid-19 Probable","Marzo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Marzo","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Marzo","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Marzo","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Marzo","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,7,1,0,0
"Covid-19 Probable","Marzo","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Marzo","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,5,1,0,0
"Covid-19 Probable","Marzo","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Covid-19 Probable","Marzo","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,16,1,0,0
"Covid-19 Probable","Marzo","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,16,1,0,0
"Covid-19 Probable","Marzo",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,7,1,0,0
"Covid-19 Probable","Marzo",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,12,1,0,0
"Covid-19 Probable","Abril","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Abril","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Abril","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Abril","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Covid-19 Probable","Abril","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Covid-19 Probable","Abril","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,13,0,0,0
"Covid-19 Probable","Abril","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Covid-19 Probable","Abril","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,44,0,0,0
"Covid-19 Probable","Abril","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,41,0,0,0
"Covid-19 Probable","Abril",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,18,0,0,0
"Covid-19 Probable","Abril",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,40,0,0,0
"Covid-19 Probable","Mayo","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Mayo","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Mayo","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Covid-19 Probable","Mayo","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Covid-19 Probable","Mayo","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Covid-19 Probable","Mayo",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Covid-19 Probable","Mayo",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Covid-19 Probable","Junio","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Junio","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Junio",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Covid-19 Probable","Junio",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Covid-19 Probable","Julio","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Julio","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Julio",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Covid-19 Probable","Julio",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","1 - 9","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","10 - 19","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","10 - 19","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","20 - 29","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","20 - 29","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","30 - 39","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","30 - 39","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","40 - 49","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","40 - 49","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","50 - 59","Hombres",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Covid-19 Probable","Agosto","50 - 59","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","60 - 69","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Agosto","60 - 69","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Agosto","70 - 79","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Agosto","70 - 79","Mujeres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Agosto","80 - 89","Hombres",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Covid-19 Probable","Agosto","80 - 89","Mujeres",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Covid-19 Probable","Agosto",">= 90","Hombres",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Covid-19 Probable","Agosto",">= 90","Mujeres",0,0,0,0,0,0,0,0,0,0,2,1,0,0
"Covid-19 Probable","Septiembre","0","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Septiembre","0","Mujeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Covid-19 Probable","Septiembre","1 - 9","Hombres",0,0,0,0,0,0,0,0,0,0,0,0,0,0
